383	됐
384	되
385	된
386	될
387	됨
388	됩
389	두
390	둑
391	둔
392	둘
393	둠
394	둡
395	둥
396	둬
397	뒀
398	뒤
399	뒷
400	듀
401	듈
402	듐
403	드
404	득
405	든
406	듣
407	들
408	듬
409	듭
410	듯
411	등
412	디
413	딕
414	딘
415	딛
416	딜
417	딤
418	딥
419	딧
420	딩
421	딪
422	따
423	딱
424	딴
425	딸
426	땀
427	땃
428	땄
429	땅
430	때
431	땐
432	땔
433	땜
434	땡
435	떠
436	떡
437	떤
438	떨
439	떳
440	떻
441	떼
442	또
443	똑
444	똘
445	똥
446	뚜
447	뚝
448	뚤
449	뚫
450	뚱
451	뛰
452	뛴
453	뛸
454	뜀
455	뜨
456	뜩
457	뜬
458	뜯
459	뜰
460	뜸
461	뜻
462	띄
463	띈
464	띠
465	띤
466	라
467	락
468	란
469	랄
470	람
471	랍
472	랏
473	랐
474	랑
475	랗
476	래
477	랙
478	랜
479	랠
480	램
481	랩
482	랫
483	랬
484	랭
485	랴
486	략
487	랸
488	량
489	러
490	럭
491	런
492	럴
493	럼
494	럽
495	럿
496	렀
497	렁
498	렇
499	레
500	렉
501	렌
502	렐
503	렘
504	렙
505	렛
506	렝
507	려
508	력
509	련
510	렬
511	렴
512	렵
513	렷
514	렸
515	령
516	례
517	롄
518	로
519	록
520	론
521	롤
522	롬
523	롭
524	롯
525	롱
526	롸
527	뢰
528	룀
529	료
530	룡
531	루
532	룩
533	룬
534	룰
535	룸
536	룹
537	룻
538	룽
539	뤄
540	뤘
541	뤼
542	뤽
543	륀
544	류
545	륙
546	륜
547	률
548	륨
549	륭
550	르
551	륵
552	른
553	를
554	름
555	릅
556	릇
557	릉
558	릎
559	리
560	릭
561	린
562	릴
563	림
564	립
565	릿
566	링
567	마
568	막
569	만
570	많
571	맏
572	말
573	맑
574	맘
575	맙
576	맛
577	망
578	맞
579	맡
580	맣
581	매
582	맥
583	맨
584	맬
585	맴
586	맵
587	맷
588	맹
589	맺
590	먀
591	머
592	먹
593	먼
594	멀
595	멈
596	멋
597	멍
598	메
599	멕
600	멘
601	멜
602	멤
603	멧
604	멩
605	며
606	멱
607	면
608	멸
609	몄
610	명
611	몇
612	모
613	목
614	몫
615	몬
616	몰
617	몸
618	몹
619	못
620	몽
621	뫼
622	묘
623	무
624	묵
625	묶
626	문
627	묻
628	물
629	뭄
630	뭇
631	뭉
632	뭐
633	뭔
634	뭘
635	뮌
636	뮐
637	뮤
638	뮬
639	므
640	믈
641	믐
642	미
643	믹
644	민
645	믿
646	밀
647	밈
648	밉
649	밋
650	밌
651	밍
652	및
653	밑
654	바
655	박
656	밖
657	반
658	받
659	발
660	밝
661	밟
662	밤
663	밥
664	밧
665	방
666	밭
667	배
668	백
669	밴
670	밸
671	뱀
672	뱃
673	뱅
674	뱉
675	뱌
676	버
677	벅
678	번
679	벌
680	범
681	법
682	벗
683	벙
684	벚
685	베
686	벡
687	벤
688	벨
689	벰
690	벳
691	벵
692	벼
693	벽
694	변
695	별
696	볍
697	병
698	볕
699	보
700	복
701	볶
702	본
703	볼
704	봄
705	봅
706	봇
707	봉
708	봐
709	봤
710	뵈
711	뵙
712	뵤
713	부
714	북
715	분
716	불
717	붉
718	붐
719	붓
720	붕
721	붙
722	뷔
723	뷰
724	브
725	븐
726	블
727	비
728	빅
729	빈
730	빌
731	빔
732	빕
733	빗
734	빙
735	빚
736	빛
737	빠
738	빡
739	빤
740	빨
741	빵
742	빼
743	빽
744	뺀
745	뺏
746	뺑
747	뺨
748	뻐
749	뻔
750	뻗
751	뻘
752	뻤
753	뻥
754	뼈
755	뼉
756	뽀
757	뽑
758	뾰
759	뿌
760	뿐
761	뿔
762	뿜
763	쀼
764	쁘
765	쁜
766	쁨
767	삐
768	사
769	삭
770	산
771	살
772	삶
773	삼
774	삽
775	삿
776	샀
777	상
778	새
779	색
780	샌
781	샐
782	샘
783	샛
784	생
785	샤
786	샨
787	샬
788	샴
789	샵
790	샷
791	샹
792	샾
793	섀
794	서
795	석
796	섞
797	선
798	섣
799	설
800	섬
801	섭
802	섯
803	섰
804	성
805	세
806	섹
807	센
808	셀
809	셈
810	셉
811	셋
812	셍
813	셔
814	션
815	셜
816	셤
817	셨
818	셰
819	셴
820	셸
821	소
822	속
823	손
824	솔
825	솜
826	솝
827	솟
828	송
829	솥
830	쇄
831	쇠
832	쇳
833	쇼
834	숀
835	숄
836	숍
837	숏
838	숑
839	수
840	숙
841	순
842	숟
843	술
844	숨
845	숫
846	숭
847	숯
848	숱
849	숲
850	숴
851	쉐
852	쉬
853	쉰
854	쉴
855	쉼
856	쉽
857	슈
858	슐
859	슘
860	슛
861	슝
862	스
863	슨
864	슬
865	슭
866	슴
867	습
868	슷
869	승
870	시
871	식
872	신
873	싣
874	실
875	싫
876	심
877	십
878	싯
879	싱
880	싶
881	싸
882	싹
883	싼
884	쌀
885	쌈
886	쌌
887	쌍
888	쌓
889	쌔
890	쌘
891	써
892	썩
893	썬
894	썰
895	썸
896	썹
897	썼
898	썽
899	쎄
900	쏘
901	쏙
902	쏜
903	쏟
904	쏠
905	쏭
906	쏴
907	쐈
908	쐐
909	쑈
910	쑤
911	쑥
912	쑨
913	쑹
914	쓰
915	쓴
916	쓸
917	씀
918	씌
919	씨
920	씩
921	씬
922	씹
923	씻
924	씽
925	아
926	악
927	안
928	앉
929	않
930	알
931	앓
932	암
933	압
934	앗
935	았
936	앙
937	앞
938	애
939	액
940	앤
941	앨
942	앰
943	앱
944	앳
945	앴
946	앵
947	야
948	약
949	얀
950	얄
951	얇
952	얌
953	얏
954	양
955	얕
956	얗
957	얘
958	어
959	억
960	언
961	얹
962	얻
963	얼
964	얽
965	엄
966	업
967	없
968	엇
969	었
970	엉
971	엌
972	엎
973	에
974	엑
975	엔
976	엘
977	엠
978	엡
979	엣
980	엥
981	여
982	역
983	엮
984	연
985	열
986	엷
987	염
988	엽
989	엿
990	였
991	영
992	옅
993	옆
994	예
995	옌
996	옐
997	옙
998	옛
999	오
1000	옥
1001	온
1002	올
1003	옭
1004	옮
1005	옳
1006	옴
1007	옵
1008	옷
1009	옹
1010	옻
1011	와
1012	왁
1013	완
1014	왈
1015	왓
1016	왔
1017	왕
1018	왜
1019	왠
1020	외
1021	왼
1022	요
1023	욕
1024	욘
1025	욜
1026	용
1027	우
1028	욱
1029	운
1030	울
1031	움
1032	웁
1033	웃
1034	웅
1035	워
1036	웍
1037	원
1038	월
1039	웜
1040	웠
1041	웨
1042	웬
1043	웰
1044	웹
1045	위
1046	윅
1047	윈
1048	윌
1049	윔
1050	윗
1051	윙
1052	유
1053	육
1054	윤
1055	율
1056	윳
1057	융
1058	윷
1059	으
1060	윽
1061	은
1062	을
1063	음
1064	읍
1065	응
1066	의
1067	이
1068	익
1069	인
1070	일
1071	읽
1072	잃
1073	임
1074	입
1075	잇
1076	있
1077	잉
1078	잊
1079	잎
1080	자
1081	작
1082	잔
1083	잖
1084	잘
1085	잠
1086	잡
1087	잣
1088	장
1089	잦
1090	재
1091	잭
1092	잼
1093	잿
1094	쟁
1095	쟈
1096	쟝
1097	저
1098	적
1099	전
1100	절
1101	젊
1102	점
1103	접
1104	젓
1105	정
1106	젖
1107	제
1108	젝
1109	젠
1110	젤
1111	젭
1112	젯
1113	져
1114	젼
1115	졌
1116	조
1117	족
1118	존
1119	졸
1120	좀
1121	좁
1122	종
1123	좋
1124	좌
1125	좡
1126	죄
1127	죠
1128	주
1129	죽
1130	준
1131	줄
1132	줌
1133	줍
1134	중
1135	줘
1136	줬
1137	쥐
1138	쥔
1139	쥘
1140	쥬
1141	즈
1142	즉
1143	즌
1144	즐
1145	즘
1146	즙
1147	증
1148	지
1149	직
1150	진
1151	질
1152	짊
1153	짐
1154	집
1155	짓
1156	징
1157	짖
1158	짙
1159	짚
1160	짜
1161	짝
1162	짠
1163	짤
1164	짧
1165	짱
1166	째
1167	쨌
1168	쩌
1169	쩍
1170	쩐
1171	쩔
1172	쩜
1173	쩡
1174	쪼
1175	쪽
1176	쫓
1177	쬐
1178	쭈
1179	쭉
1180	쭝
1181	쭤
1182	쯔
1183	쯤
1184	찌
1185	찍
1186	찐
1187	찔
1188	찜
1189	찢
1190	차
1191	착
1192	찬
1193	찮
1194	찰
1195	참
1196	찹
1197	찻
1198	창
1199	찾
1200	채
1201	책
1202	챈
1203	챌
1204	챔
1205	챗
1206	챙
1207	챠
1208	처
1209	척
1210	천
1211	철
1212	첨
1213	첩
1214	첫
1215	청
1216	체
1217	첸
1218	첼
1219	쳇
1220	쳐
1221	쳤
1222	초
1223	촉
1224	촌
1225	촐
1226	촘
1227	촛
1228	총
1229	촨
1230	촬
1231	최
1232	쵸
1233	추
1234	축
1235	춘
1236	출
1237	춤
1238	춥
1239	춧
1240	충
1241	춰
1242	췄
1243	췌
1244	취
1245	츄
1246	츠
1247	측
1248	츨
1249	츰
1250	츳
1251	층
1252	치
1253	칙
1254	친
1255	칠
1256	칡
1257	침
1258	칩
1259	칫
1260	칭
1261	카
1262	칸
1263	칼
1264	캄
1265	캅
1266	캇
1267	캉
1268	캐
1269	캔
1270	캘
1271	캠
1272	캡
1273	캣
1274	캥
1275	캬
1276	커
1277	컨
1278	컫
1279	컬
1280	컴
1281	컵
1282	컷
1283	컸
1284	컹
1285	케
1286	켁
1287	켄
1288	켈
1289	켐
1290	켓
1291	켜
1292	켰
1293	코
1294	콕
1295	콘
1296	콜
1297	콤
1298	콥
1299	콧
1300	콩
1301	콰
1302	콴
1303	콸
1304	쾌
1305	쾨
1306	쾰
1307	쿄
1308	쿠
1309	쿡
1310	쿤
1311	쿨
1312	쿰
1313	쿵
1314	쿼
1315	퀀
1316	퀄
1317	퀘
1318	퀴
1319	퀵
1320	퀸
1321	퀼
1322	큐
1323	큘
1324	큠
1325	크
1326	큭
1327	큰
1328	클
1329	큼
1330	키
1331	킥
1332	킨
1333	킬
1334	킴
1335	킵
1336	킷
1337	킹
1338	타
1339	탁
1340	탄
1341	탈
1342	탐
1343	탑
1344	탓
1345	탔
1346	탕
1347	태
1348	택
1349	탠
1350	탤
1351	탬
1352	탭
1353	탯
1354	탱
1355	탸
1356	터
1357	턱
1358	턴
1359	털
1360	텀
1361	텁
1362	텃
1363	텅
1364	테
1365	텍
1366	텐
1367	텔
1368	템
1369	텝
1370	텟
1371	텡
1372	톈
1373	토
1374	톡
1375	톤
1376	톨
1377	톰
1378	톱
1379	톳
1380	통
1381	퇴
1382	투
1383	툭
1384	툰
1385	툴
1386	툼
1387	퉁
1388	튀
1389	튕
1390	튜
1391	튠
1392	튤
1393	튬
1394	트
1395	특
1396	튼
1397	틀
1398	틈
1399	티
1400	틱
1401	틴
1402	틸
1403	팀
1404	팁
1405	팅
1406	파
1407	팍
1408	판
1409	팔
1410	팜
1411	팝
1412	팟
1413	팡
1414	팥
1415	패
1416	팩
1417	팬
1418	팰
1419	팸
1420	팹
1421	팻
1422	팽
1423	퍼
1424	퍽
1425	펀
1426	펄
1427	펌
1428	펍
1429	펑
1430	페
1431	펙
1432	펜
1433	펠
1434	펨
1435	펩
1436	펫
1437	펴
1438	편
1439	펼
1440	폄
1441	폈
1442	평
1443	폐
1444	포
1445	폭
1446	폰
1447	폴
1448	폼
1449	퐁
1450	표
1451	푸
1452	푹
1453	푼
1454	풀
1455	품
1456	풋
1457	풍
1458	퓌
1459	퓨
1460	퓰
1461	퓸
1462	프
1463	픈
1464	플
1465	픔
1466	피
1467	픽
1468	핀
1469	필
1470	핌
1471	핍
1472	핏
1473	핑
1474	하
1475	학
1476	한
1477	할
1478	핥
1479	함
1480	합
1481	핫
1482	항
1483	해
1484	핵
1485	핸
1486	핼
1487	햄
1488	햇
1489	했
1490	행
1491	햐
1492	향
1493	허
1494	헉
1495	헌
1496	헐
1497	험
1498	헛
1499	헝
1500	헤
1501	헥
1502	헨
1503	헬
1504	헴
1505	헵
1506	혀
1507	혁
1508	현
1509	혈
1510	혐
1511	협
1512	혔
1513	형
1514	혜
1515	호
1516	혹
1517	혼
1518	홀
1519	홈
1520	홉
1521	홋
1522	홍
1523	화
1524	확
1525	환
1526	활
1527	황
1528	홰
1529	횃
1530	회
1531	획
1532	횟
1533	횡
1534	효
1535	후
1536	훅
1537	훈
1538	훌
1539	훑
1540	훔
1541	훗
1542	훙
1543	훠
1544	훤
1545	훨
1546	훼
1547	휘
1548	휜
1549	휠
1550	휩
1551	휴
1552	흉
1553	흐
1554	흑
1555	흔
1556	흘
1557	흙
1558	흠
1559	흡
1560	흥
1561	흩
1562	희
1563	흰
1564	히
1565	힉
1566	힌
1567	힐
1568	힘
1569	힙
1570	힝
